function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency
imageprocess,2024-03-11T05:46:55.256084Z,2024-03-11T05:47:20.448847Z,2024-03-11T05:47:10.391Z,2024-03-11T05:47:19.810Z,9418.0,715.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",25.0,5120.0,-1.0,-1.0,1.0479295119325363,1.0511415869483636,1.0642274853191254,1.0674989599118159,313.0,129.114.109.158,w1,f3cefd500ce948758efd500ce9b87577,,25,5120,35.01547026900718,1000000.0
imageprocess,2024-03-11T05:47:21.338674Z,2024-03-11T05:47:33.701064Z,2024-03-11T05:47:23.489Z,2024-03-11T05:47:32.988Z,9498.0,745.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",28.0,5120.0,-1.0,-1.0,1.0536283595907698,1.0577841380743225,1.0651621475635276,1.0670066499358288,305.0,129.114.109.158,w1,ca2f1d85c86b44a8af1d85c86b24a880,,28,5120,34.74440812812415,1000000.0
imageprocess,2024-03-11T05:47:34.425410Z,2024-03-11T05:47:56.644337Z,2024-03-11T05:47:46.488Z,2024-03-11T05:47:55.981Z,9493.0,724.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",28.0,5120.0,-1.0,-1.0,1.0577264878419856,1.0579262420847149,1.0588184735101627,1.0590415313665247,311.0,129.114.109.158,w1,52122067e76f4be6922067e76f0be6da,,28,5120,33.51576693300749,1000000.0
imageprocess,2024-03-11T05:47:57.509193Z,2024-03-11T05:48:20.093042Z,2024-03-11T05:48:09.682Z,2024-03-11T05:48:19.395Z,9712.0,706.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",28.0,5120.0,-1.0,-1.0,1.07105176489421,1.0744039148332243,1.0772114973163929,1.077913392937185,311.0,129.114.109.158,w1,3f7a371ecf7f406aba371ecf7f006a8c,,28,5120,32.67065642466744,1000000.0
imageprocess,2024-03-11T05:48:20.592746Z,2024-03-11T05:48:32.830352Z,2024-03-11T05:48:22.600Z,2024-03-11T05:48:32.144Z,9543.0,691.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",31.0,5120.0,-1.0,-1.0,1.058032213396921,1.0598455040896766,1.0679892088256155,1.0700251350096002,307.0,129.114.109.158,w1,3b1637937a8146bb9637937a81b6bb30,,31,5120,35.02738814197303,1000000.0
imageprocess,2024-03-11T05:48:33.678138Z,2024-03-11T05:48:55.925443Z,2024-03-11T05:48:45.754Z,2024-03-11T05:48:55.215Z,9461.0,740.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",31.0,5120.0,-1.0,-1.0,1.060557269100628,1.0609931554046377,1.0614519866955192,1.0615666945182394,308.0,129.114.109.158,w1,c09abb708ce24eb09abb708ce2deb02b,,31,5120,33.111137099433506,1000000.0
imageprocess,2024-03-11T05:48:56.762112Z,2024-03-11T05:49:19.428945Z,2024-03-11T05:49:09.267Z,2024-03-11T05:49:18.810Z,9542.0,703.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",31.0,5120.0,-1.0,-1.0,1.0380537230652116,1.038390884844012,1.0389351199814691,1.0390711787658335,311.0,129.114.109.158,w1,ad96308461d6403096308461d6503058,,31,5120,34.17962283867486,1000000.0
imageprocess,2024-03-11T05:49:24.498916Z,2024-03-11T05:49:35.778201Z,2024-03-11T05:49:26.849Z,2024-03-11T05:49:35.092Z,8242.0,1033.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",1.0,5120.0,-1.0,-1.0,1.0412535020023943,1.0443750229062112,1.0445367691446956,1.0445772057043168,303.0,129.114.109.158,w1,41f8970efe98405eb8970efe98605eb6,,1,5120,33.06642695835431,1200000.0
imageprocess,2024-03-11T05:49:36.580731Z,2024-03-11T05:49:57.834001Z,2024-03-11T05:49:48.896Z,2024-03-11T05:49:57.212Z,8315.0,1076.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",1.0,5120.0,-1.0,-1.0,1.0473258977545084,1.0479220292860032,1.0481711723574223,1.048233458125277,301.0,129.114.109.158,w1,304a7a889df243a58a7a889df233a5e1,,1,5120,28.533881635875417,1200000.0
imageprocess,2024-03-11T05:49:58.669962Z,2024-03-11T05:50:19.938805Z,2024-03-11T05:50:10.938Z,2024-03-11T05:50:19.305Z,8366.0,1034.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",1.0,5120.0,-1.0,-1.0,1.0166630396585965,1.0171617385531249,1.0172970772441687,1.0173309119169298,314.0,129.114.109.158,w1,9d61ace8debe4c14a1ace8debe1c1464,,1,5120,30.96347061792489,1200000.0
