function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency,median_energy
floatmatmult,2024-03-06T06:41:15.027589Z,2024-03-06T06:41:31.376212Z,2024-03-06T06:41:27.817Z,2024-03-06T06:41:31.075Z,3257.0,1564.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",16.0,5120.0,-1.0,-1.0,4.208949237958063,5.781153101050276,7.0389161915240495,7.353356964142491,109.0,129.114.108.87,w1,279605fb2d6a4c809605fb2d6a3c8022,,16,5120,20.41986081554458,1200000.0,20.41986081554458
floatmatmult,2024-03-06T06:42:13.391825Z,2024-03-06T06:42:29.825485Z,2024-03-06T06:42:26.189Z,2024-03-06T06:42:29.470Z,3280.0,1566.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",19.0,5120.0,-1.0,-1.0,8.475813950981589,8.660063453629734,8.80746305574825,8.84431295627788,112.0,129.114.108.87,w1,148037fc9c5e438c8037fc9c5e038ccd,,19,5120,21.551375539967047,1200000.0,21.551375539967047
floatmatmult,2024-03-06T06:42:37.582761Z,2024-03-06T06:42:53.881406Z,2024-03-06T06:42:50.388Z,2024-03-06T06:42:53.568Z,3180.0,1531.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",22.0,5120.0,-1.0,-1.0,5.520018715564641,7.739704315296269,9.515452795081572,9.959389915027897,110.0,129.114.108.87,w1,45c3207134a24ea483207134a22ea46c,,22,5120,22.536620800388768,1200000.0,22.536620800388768
floatmatmult,2024-03-06T06:43:11.760614Z,2024-03-06T06:43:18.141192Z,2024-03-06T06:43:14.501Z,2024-03-06T06:43:17.755Z,3254.0,1527.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",25.0,5120.0,-1.0,-1.0,6.15340440744812,8.695503618024837,10.729182986486215,11.237602828601554,109.0,129.114.108.87,w1,66550494209f4011950494209f80113a,,25,5120,22.031060878608805,1200000.0,22.031060878608805
floatmatmult,2024-03-06T06:44:00.122941Z,2024-03-06T06:44:16.488337Z,2024-03-06T06:44:12.906Z,2024-03-06T06:44:16.058Z,3152.0,1538.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",28.0,5120.0,-1.0,-1.0,11.750545690416043,12.217976765146222,12.591921624930366,12.685407839876405,111.0,129.114.108.87,w1,06a28bc28a9e4091a28bc28a9e1091fc,,28,5120,24.21175222322257,1200000.0,24.21175222322257
floatmatmult,2024-03-06T06:44:34.299466Z,2024-03-06T06:44:40.684752Z,2024-03-06T06:44:37.077Z,2024-03-06T06:44:40.242Z,3165.0,1527.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",31.0,5120.0,-1.0,-1.0,7.267771585754215,10.359320562243695,12.832559743435288,13.450869538733182,110.0,129.114.108.87,w1,fca8d13f11174b25a8d13f11175b2524,,31,5120,23.09103178954869,1200000.0,23.09103178954869
floatmatmult,2024-03-06T06:45:28.015685Z,2024-03-06T06:45:45.651985Z,2024-03-06T06:45:40.830Z,2024-03-06T06:45:45.295Z,4465.0,1673.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",1.0,5120.0,-1.0,-1.0,1.0987123488100785,1.1457686978047117,1.1834137770004185,1.1928250467993449,109.0,129.114.108.87,w1,e320220e58f24c18a0220e58f2dc18e8,,1,5120,28.8317703067433,1400000.0,28.8317703067433
floatmatmult,2024-03-06T06:46:27.391272Z,2024-03-06T06:46:43.567032Z,2024-03-06T06:46:40.063Z,2024-03-06T06:46:43.276Z,3213.0,1486.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",2.0,5120.0,-1.0,-1.0,1.6042021739485888,1.641480676898706,1.6713034792588002,1.6787591798488235,109.0,129.114.108.87,w1,265b0347707a4d069b0347707aed062a,,2,5120,20.067775216235088,1400000.0,20.067775216235088
floatmatmult,2024-03-06T06:46:50.568198Z,2024-03-06T06:47:06.735965Z,2024-03-06T06:47:03.145Z,2024-03-06T06:47:06.331Z,3186.0,1436.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",3.0,5120.0,-1.0,-1.0,2.0966518801679177,2.104968680016536,2.1116221198954306,2.1132854798651546,110.0,129.114.108.87,w1,7aa04bac6a4c4663a04bac6a4c2663ac,,3,5120,18.954611693917663,1400000.0,18.954611693917663
floatmatmult,2024-03-06T06:47:24.759995Z,2024-03-06T06:47:30.727244Z,2024-03-06T06:47:27.350Z,2024-03-06T06:47:30.379Z,3028.0,1417.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",5.0,5120.0,-1.0,-1.0,2.829717460938123,3.212496264383848,3.518719307140428,3.595275067829573,109.0,129.114.108.87,w1,0003c74b317646ed83c74b317656edf7,,5,5120,19.77838157785136,1400000.0,19.77838157785136
